first_layer_size,num_hidden_layers,activation,dropout_rate,optimizer,learning_rate,batch_size,epochs,accuracy,f1,val_loss,epochs_trained
32,2,relu,0.2,adam,0.01,16,50,0.9645974781765276,0.8554455445544554,0.07790996134281158,14
32,2,relu,0.2,adam,0.01,32,50,0.9670223084384093,0.8650793650793651,0.08122517168521881,15
32,2,tanh,0.0,adam,0.001,16,50,0.9660523763336566,0.8638132295719845,0.08261661231517792,23
32,2,tanh,0.0,adam,0.001,32,50,0.9660523763336566,0.8627450980392157,0.08507975935935974,30
32,2,tanh,0.0,adam,0.01,16,50,0.962172647914646,0.85,0.08866184204816818,11
32,2,tanh,0.0,adam,0.01,32,50,0.9636275460717749,0.847870182555781,0.08751692622900009,13
32,2,tanh,0.2,adam,0.001,16,50,0.9655674102812803,0.8571428571428571,0.09058748930692673,32
32,2,tanh,0.2,adam,0.001,32,50,0.960717749757517,0.8363636363636363,0.09248781204223633,36
32,2,tanh,0.2,adam,0.01,16,50,0.9602327837051406,0.8404669260700389,0.09331879764795303,9
32,2,tanh,0.2,adam,0.01,32,50,0.9636275460717749,0.8440748440748441,0.0876891165971756,15
32,3,relu,0.0,adam,0.001,16,50,0.967992240543162,0.8705882352941177,0.08337083458900452,18
32,3,relu,0.0,adam,0.001,32,50,0.9670223084384093,0.8687258687258688,0.0815366804599762,17
32,3,relu,0.0,adam,0.01,16,50,0.9641125121241513,0.864963503649635,0.08217622339725494,13
32,3,relu,0.0,adam,0.01,32,50,0.9602327837051406,0.844106463878327,0.08728984743356705,8
32,3,relu,0.2,adam,0.001,16,50,0.9675072744907857,0.8693957115009746,0.08106270432472229,20
32,3,relu,0.2,adam,0.001,32,50,0.960717749757517,0.8402366863905325,0.08594397455453873,19
32,3,relu,0.2,adam,0.01,16,50,0.967992240543162,0.8685258964143426,0.07903684675693512,16
32,3,relu,0.2,adam,0.01,32,50,0.9684772065955383,0.8737864077669902,0.07567230612039566,23
32,3,tanh,0.0,adam,0.001,16,50,0.9636275460717749,0.8514851485148515,0.07641230523586273,20
32,3,tanh,0.0,adam,0.001,32,50,0.965082444228904,0.8604651162790697,0.07920480519533157,31
32,3,tanh,0.0,adam,0.01,16,50,0.9626576139670223,0.845691382765531,0.08478327095508575,14
32,3,tanh,0.0,adam,0.01,32,50,0.9636275460717749,0.8532289628180039,0.08969723433256149,9
32,3,tanh,0.2,adam,0.001,16,50,0.9641125121241513,0.8560311284046692,0.09002723544836044,25
32,3,tanh,0.2,adam,0.001,32,50,0.9597478176527643,0.8302658486707567,0.09374646097421646,23
32,3,tanh,0.2,adam,0.01,16,50,0.962172647914646,0.8452380952380952,0.10365520417690277,8
32,3,tanh,0.2,adam,0.01,32,50,0.9616876818622696,0.8512241054613936,0.09021757543087006,15
64,1,relu,0.0,adam,0.001,16,50,0.966537342386033,0.8660194174757282,0.08391551673412323,25
64,1,relu,0.0,adam,0.001,32,50,0.965082444228904,0.857707509881423,0.08120836317539215,37
64,1,relu,0.0,adam,0.01,16,50,0.9670223084384093,0.8671875,0.07929014414548874,10
64,1,relu,0.0,adam,0.01,32,50,0.9718719689621726,0.8884615384615384,0.07514026761054993,14
64,1,relu,0.2,adam,0.001,16,50,0.965082444228904,0.8604651162790697,0.08161336183547974,30
64,1,relu,0.2,adam,0.001,32,50,0.960717749757517,0.8402366863905325,0.08732504397630692,23
64,1,relu,0.2,adam,0.01,16,50,0.972356935014549,0.8888888888888888,0.07512068748474121,16
64,1,relu,0.2,adam,0.01,32,50,0.9699321047526673,0.8803088803088803,0.0799233540892601,15
64,1,tanh,0.0,adam,0.001,16,50,0.9670223084384093,0.8617886178861789,0.07944242656230927,49
64,1,tanh,0.0,adam,0.001,32,50,0.9684772065955383,0.8707753479125249,0.08526889979839325,47
64,1,tanh,0.0,adam,0.01,16,50,0.969447138700291,0.8747514910536779,0.08370860666036606,14
64,1,tanh,0.0,adam,0.01,32,50,0.9636275460717749,0.8587570621468926,0.08192437142133713,20
64,1,tanh,0.2,adam,0.001,16,50,0.9616876818622696,0.8423153692614771,0.09142506867647171,43
64,1,tanh,0.2,adam,0.001,32,50,0.9626576139670223,0.8438133874239351,0.09165287762880325,45
64,1,tanh,0.2,adam,0.01,16,50,0.965082444228904,0.854251012145749,0.08954816311597824,14
64,1,tanh,0.2,adam,0.01,32,50,0.9641125121241513,0.8483606557377049,0.08895878493785858,15
64,2,relu,0.0,adam,0.001,16,50,0.969447138700291,0.8771929824561403,0.07687579840421677,21
64,2,relu,0.0,adam,0.001,32,50,0.9670223084384093,0.8687258687258688,0.07674748450517654,16
64,2,relu,0.0,adam,0.01,16,50,0.9684772065955383,0.8789571694599627,0.07393466681241989,13
64,2,relu,0.0,adam,0.01,32,50,0.9704170708050437,0.882466281310212,0.07459191232919693,12
64,2,relu,0.2,adam,0.001,16,50,0.9699321047526673,0.8779527559055118,0.07586336135864258,23
64,2,relu,0.2,adam,0.001,32,50,0.9675072744907857,0.8683693516699411,0.07803624868392944,22
64,2,relu,0.2,adam,0.01,16,50,0.9689621726479146,0.873015873015873,0.07837735861539841,13
64,2,relu,0.2,adam,0.01,32,50,0.965082444228904,0.8588235294117647,0.07457691431045532,14
64,2,tanh,0.0,adam,0.001,16,50,0.9636275460717749,0.8520710059171598,0.07684621959924698,25
64,2,tanh,0.0,adam,0.001,32,50,0.9645974781765276,0.8565815324165029,0.08307040482759476,26
64,2,tanh,0.0,adam,0.01,16,50,0.9670223084384093,0.8682170542635659,0.08625233173370361,17
64,2,tanh,0.0,adam,0.01,32,50,0.9636275460717749,0.8490945674044266,0.08028867095708847,14
64,2,tanh,0.2,adam,0.001,16,50,0.9645974781765276,0.8554455445544554,0.08692560344934464,30
64,2,tanh,0.2,adam,0.001,32,50,0.9631425800193987,0.8455284552845529,0.09159699082374573,26
64,2,tanh,0.2,adam,0.01,16,50,0.957807953443259,0.8220858895705522,0.10205093026161194,7
64,2,tanh,0.2,adam,0.01,32,50,0.9684772065955383,0.874274661508704,0.08480715751647949,20
64,3,relu,0.0,adam,0.001,16,50,0.966537342386033,0.8654970760233918,0.0778791755437851,14
64,3,relu,0.0,adam,0.001,32,50,0.9689621726479146,0.8773946360153256,0.07989953458309174,12
64,3,relu,0.0,adam,0.01,16,50,0.9641125121241513,0.8609022556390977,0.07960058003664017,10
64,3,relu,0.0,adam,0.01,32,50,0.9684772065955383,0.8752399232245681,0.07837394624948502,9
64,3,relu,0.2,adam,0.001,16,50,0.9704170708050437,0.8810916179337231,0.071323923766613,27
64,3,relu,0.2,adam,0.001,32,50,0.9684772065955383,0.874274661508704,0.07964207231998444,24
64,3,relu,0.2,adam,0.01,16,50,0.966537342386033,0.8606060606060606,0.07423389703035355,19
64,3,relu,0.2,adam,0.01,32,50,0.9660523763336566,0.8582995951417004,0.0790373757481575,11
64,3,tanh,0.0,adam,0.001,16,50,0.966537342386033,0.8660194174757282,0.07423032820224762,21
64,3,tanh,0.0,adam,0.001,32,50,0.9631425800193987,0.8538461538461538,0.0789186879992485,23
64,3,tanh,0.0,adam,0.01,16,50,0.965082444228904,0.8604651162790697,0.08832555264234543,22
64,3,tanh,0.0,adam,0.01,32,50,0.9592628516003879,0.825,0.0897982120513916,11
64,3,tanh,0.2,adam,0.001,16,50,0.9626576139670223,0.8438133874239351,0.08946254104375839,13
64,3,tanh,0.2,adam,0.001,32,50,0.9670223084384093,0.860655737704918,0.08259808272123337,28
64,3,tanh,0.2,adam,0.01,16,50,0.966537342386033,0.8628230616302187,0.08780671656131744,18
64,3,tanh,0.2,adam,0.01,32,50,0.965082444228904,0.8518518518518519,0.09700638055801392,13
128,1,relu,0.0,adam,0.001,16,50,0.9699321047526673,0.8779527559055118,0.07552355527877808,34
128,1,relu,0.0,adam,0.001,32,50,0.9675072744907857,0.8704061895551257,0.08191094547510147,27
128,1,relu,0.0,adam,0.01,16,50,0.967992240543162,0.8725868725868726,0.07609736919403076,14
128,1,relu,0.0,adam,0.01,32,50,0.9675072744907857,0.8678500986193294,0.08190761506557465,11
128,1,relu,0.2,adam,0.001,16,50,0.966537342386033,0.8670520231213873,0.07691141963005066,32
128,1,relu,0.2,adam,0.001,32,50,0.9655674102812803,0.8637236084452975,0.08183234930038452,33
128,1,relu,0.2,adam,0.01,16,50,0.9645974781765276,0.8640595903165735,0.07655104249715805,11
128,1,relu,0.2,adam,0.01,32,50,0.969447138700291,0.8813559322033898,0.07242719829082489,15
128,1,tanh,0.0,adam,0.001,16,50,0.9713870029097963,0.8854368932038835,0.07394924014806747,50
128,1,tanh,0.0,adam,0.001,32,50,0.9636275460717749,0.8508946322067594,0.08582019060850143,37
128,1,tanh,0.0,adam,0.01,16,50,0.9655674102812803,0.8615984405458089,0.08803988248109818,16
128,1,tanh,0.0,adam,0.01,32,50,0.969447138700291,0.8790786948176583,0.08016113191843033,13
128,1,tanh,0.2,adam,0.001,16,50,0.962172647914646,0.8464566929133859,0.08926873654127121,39
128,1,tanh,0.2,adam,0.001,32,50,0.9631425800193987,0.8461538461538461,0.08949799835681915,50
128,1,tanh,0.2,adam,0.01,16,50,0.9670223084384093,0.8645418326693227,0.08811727166175842,12
128,1,tanh,0.2,adam,0.01,32,50,0.9641125121241513,0.852589641434263,0.08497139066457748,19
128,2,relu,0.0,adam,0.001,16,50,0.9718719689621726,0.888030888030888,0.07459136843681335,16
128,2,relu,0.0,adam,0.001,32,50,0.9655674102812803,0.864244741873805,0.07629203796386719,14
128,2,relu,0.0,adam,0.01,16,50,0.9718719689621726,0.8858267716535433,0.07271122932434082,13
128,2,relu,0.0,adam,0.01,32,50,0.9660523763336566,0.8571428571428571,0.07460150122642517,12
128,2,relu,0.2,adam,0.001,16,50,0.9713870029097963,0.8854368932038835,0.0783056914806366,12
128,2,relu,0.2,adam,0.001,32,50,0.9660523763336566,0.8653846153846154,0.0760948434472084,19
128,2,relu,0.2,adam,0.01,16,50,0.9660523763336566,0.8648648648648649,0.07946645468473434,13
128,2,relu,0.2,adam,0.01,32,50,0.965082444228904,0.8604651162790697,0.07486235350370407,12
128,2,tanh,0.0,adam,0.001,16,50,0.9670223084384093,0.8661417322834646,0.07485556602478027,28
128,2,tanh,0.0,adam,0.001,32,50,0.9699321047526673,0.87890625,0.07582230865955353,31
128,2,tanh,0.0,adam,0.01,16,50,0.9582929194956353,0.8252032520325203,0.09261251986026764,9
128,2,tanh,0.0,adam,0.01,32,50,0.960717749757517,0.8451242829827916,0.08964251726865768,10
128,2,tanh,0.2,adam,0.001,16,50,0.9626576139670223,0.8481262327416174,0.07628244906663895,33
128,2,tanh,0.2,adam,0.001,32,50,0.9645974781765276,0.8542914171656687,0.08167852461338043,31
128,2,tanh,0.2,adam,0.01,16,50,0.965082444228904,0.8588235294117647,0.08825059980154037,16
128,2,tanh,0.2,adam,0.01,32,50,0.9655674102812803,0.8559837728194726,0.08431044220924377,21
128,3,relu,0.0,adam,0.001,16,50,0.9675072744907857,0.874296435272045,0.07744504511356354,13
128,3,relu,0.0,adam,0.001,32,50,0.969447138700291,0.8771929824561403,0.07708337157964706,14
128,3,relu,0.0,adam,0.01,16,50,0.9709020368574199,0.8863636363636364,0.07209625840187073,19
128,3,relu,0.0,adam,0.01,32,50,0.9709020368574199,0.8850574712643678,0.08247219771146774,12
128,3,relu,0.2,adam,0.001,16,50,0.969447138700291,0.8757396449704142,0.07758309692144394,14
128,3,relu,0.2,adam,0.001,32,50,0.9670223084384093,0.8682170542635659,0.07836534827947617,12
128,3,relu,0.2,adam,0.01,16,50,0.9675072744907857,0.874296435272045,0.07658316195011139,18
128,3,relu,0.2,adam,0.01,32,50,0.9660523763336566,0.8669201520912547,0.07577089965343475,15
128,3,tanh,0.0,adam,0.001,16,50,0.9675072744907857,0.8714011516314779,0.08083434402942657,21
128,3,tanh,0.0,adam,0.001,32,50,0.9689621726479146,0.8745098039215686,0.07526233047246933,21
128,3,tanh,0.0,adam,0.01,16,50,0.957807953443259,0.8297455968688845,0.08978255093097687,16
128,3,tanh,0.0,adam,0.01,32,50,0.9660523763336566,0.8594377510040161,0.09555532038211823,16
128,3,tanh,0.2,adam,0.001,16,50,0.9684772065955383,0.8717948717948718,0.08418657630681992,16
128,3,tanh,0.2,adam,0.001,32,50,0.965082444228904,0.8588235294117647,0.0842486172914505,20
128,3,tanh,0.2,adam,0.01,16,50,0.9582929194956353,0.823045267489712,0.10254238545894623,6
128,3,tanh,0.2,adam,0.01,32,50,0.962172647914646,0.8482490272373541,0.09244824945926666,9
